Title,Link,Date,Content
NC seeks resignation of Deputy Speaker Indira Rana,https://myrepublica.nagariknetwork.com/news/nc-seeks-resignation-of-deputy-speaker-indira-rana/,"Published On: 
                                                    September 11, 2024 12:40 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM Published On: 
                                            September 11, 2024 12:40 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 11: Nepali Congress (NC) has sought the resignation of Deputy Speaker Indira Rana Magar.
A meeting of NC party top-leaders held on Wednesday concluded that Deputy Speaker Rana Magar had acted inappropriately by writing a letter to the US Embassy for visas of  unrelated individuals and sought the resignation of Rana Magar.
Deputy Speaker Rana Magar had written a letter to the US Embassy in Nepal requesting to expedite the interview of five people for the 67th session of the UN's ‘Commission on the Status of Women’. 
Although the Deputy Speaker Rana Magar had written the letter for four men and one woman,  they were not granted permission to go to the US. The letter, written in February 2023, was recently leaked. Following the leak of the letter, the Deputy Speaker has faced a serious controversy.
The issue of Rana Magar was also discussed during a meeting of coalition partners at the Prime Minister's residence in Baluwatar on Monday evening.
In the parliamentary session held on Tuesday, MPs from both the opposition and the ruling parties stood in support/opposition of Deputy Speaker Rana Magar.




                                                                                                                                 
Nepali_Congress

                                                                                                                                                                         
resignation

                                                                                                                                                                         
Deputy_Speaker_Indira_Rana_Magar KATHMANDU, Sept 11: Nepali Congress (NC) has sought the resignation of Deputy Speaker Indira Rana Magar. A meeting of NC party top-leaders held on Wednesday concluded that Deputy Speaker Rana Magar had acted inappropriately by writing a letter to the US Embassy for visas of  unrelated individuals and sought the resignation of Rana Magar. Deputy Speaker Rana Magar had written a letter to the US Embassy in Nepal requesting to expedite the interview of five people for the 67th session of the UN's ‘Commission on the Status of Women’. Although the Deputy Speaker Rana Magar had written the letter for four men and one woman,  they were not granted permission to go to the US. The letter, written in February 2023, was recently leaked. Following the leak of the letter, the Deputy Speaker has faced a serious controversy. The issue of Rana Magar was also discussed during a meeting of coalition partners at the Prime Minister's residence in Baluwatar on Monday evening. In the parliamentary session held on Tuesday, MPs from both the opposition and the ruling parties stood in support/opposition of Deputy Speaker Rana Magar. KATHMANDU, Dec 27:  Nepali Congress has called a meeting of the party’s Central Working Committee (CWC) on Friday.  ...
Read
                                                                More... KATHMANDU, Feb 25: Nepali Congress leader Gagan Thapa on Tuesday urged Prime Minister KP Sharma Oli to step down from...
Read
                                                                More... KATHMANDU, Aug 25: Nepali Congress has fixed the date for Maha Samiti meeting from November 21 till November 25. ...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
"‘The trouble is over, but the grief comes too late,’ Mayor Balen responds to PM Oli’s comments on SC ruling",https://myrepublica.nagariknetwork.com/news/the-trouble-is-over-but-the-grief-comes-too-late-mayor-balen-responds-to-pm-olis-comments-on-sc-ruling/,"Published On: 
                                                    September 11, 2024 11:00 AM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Oppn Parties on warpath as ruling coalition conspires to oust deputy speaker Rana,https://myrepublica.nagariknetwork.com/news/oppn-parties-on-warpath-as-ruling-coalition-conspires-to-oust-deputy-speaker-rana/,"Published On: 
                                                    September 11, 2024 10:00 AM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM Published On: 
                                            September 11, 2024 10:00 AM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 11: The two major opposition parties in the parliament have warned the government that they will launch protests if the ruling coalition removes Deputy Speaker Indira Rana from her position. They made such remarks after Prime Minister KP Sharma Oli, in a meeting of top leaders of the ruling alliance held at Baluwatar on Monday,  reportedly proposed filing a removal motion against Rana . 
Speaking at a meeting of the House of Representatives (HoR) on Tuesday, leaders from the main opposition party - the Communist Party of Nepal (Maoist Center) and the Rastriya Swatantra Party (RSP) took strong exceptions to the alleged move of the ruling parties – the Nepali Congress (NC) and the CPN-UML – to mount pressure on the Rana to resign. 
“If the media reports that deputy speaker Indira Rana is to be removed are true, our party strongly protests and opposes such an action,” Chief whip of the Maoist Center Hit Raj Pandey said during the parliamentary meeting, “The ruling parties need to clarify whether it is planning to make such a move.” 
Deputy speaker Rana, who was nominated to the parliament by the opposition party RSP under the indigenous category, courted controversy after a letter dated February 26, 2023, was leaked in July in which she requested the US embassy to expedite the visa process for her entourage to the 67th session of the Commission on the Status of Women. 
Leaders from the RSP warned the ruling coalition that the party will bring down the government if it initiates the move for . “Discussions among political parties to remove the deputy speaker over an unsubstantiated claim of abuse of authority are unacceptable in democracy,” Chief whip of the RSP Santosh Pariyar said, “The RSP will bring down the ruling coalition with sheer numbers in the streets if it moves forward with such an undemocratic practice.”
Lawmaker Devendra Paudel of the Maoist Center claimed that some ministers of the sitting cabinet would need to resign first if the ethical standard applied to Rana by the ruling parties is applied to all leaders. “If the deputy speaker has to vacate her post on the basis of allegations, the ruling coalition should remember that a number of sitting ministers have also been alleged of involvement in scandals,” he said, “Will the ministers said to be involved in the Bhutanese refugee scandal, Baluwatar land grab and Giribandhu scandal also tender their resignation?” He claimed that the Maoist Center will stand by the deputy speaker amid mounting pressure from the ruling coalition for  her resignation. 
Former Minister for Information and Communications Gokul Baskota urged Rana to step down from her position citing the example of his own resignation following the leak of a sound clip whereby he demanded a bribe of Rs 700 million. “When the character of such an office-bearer is under doubt, the right way out is to prove innocence by stepping down and providing an explanation,” he said during the meeting. Other lawmakers from the CPN-UML including Surya Prasad Dhakal, Shobha Gyawali, Saraswati Subba also demanded Rana’s resignation, warning that if she does not resign, they will be compelled to remove her for not adhering to the conduct expected of her position. 
The HoR witnessed a heated debate regarding the resignation which has been described as a move from the ruling coalition to find a majority in the constitutional council. Currently, three members of the constitutional council, which makes recommendations for appointment and dismissal of the head of various constitutional bodies, are from the opposition parties. The present council comprises of non-partisan Chief Justice Bishowambhar Prasad Shrestha; Chairperson of the National Assembly Narayan Prasad Dahal and Leader of the main opposition party Pushpa Kamal Dahal from Maoist Center; deputy speaker Rana from the RSP; Speaker of the HoR Dev Raj Ghimire from CPN-UML and the president of the council PM Oli.




                                                                                                                                 
opposition_parties

                                                                                                                                                                         
warn

                                                                                                                                                                         
launch_protests

                                                                                                                                                                         
ruling_coalition

                                                                                                                                                                         
remove

                                                                                                                                                                         
Deputy_Speaker_Indira_Rana

                                                                                                                                                                         
impeachment_motion KATHMANDU, Sept 11: The two major opposition parties in the parliament have warned the government that they will launch protests if the ruling coalition removes Deputy Speaker Indira Rana from her position. They made such remarks after Prime Minister KP Sharma Oli, in a meeting of top leaders of the ruling alliance held at Baluwatar on Monday,  reportedly proposed filing a removal motion against Rana . Speaking at a meeting of the House of Representatives (HoR) on Tuesday, leaders from the main opposition party - the Communist Party of Nepal (Maoist Center) and the Rastriya Swatantra Party (RSP) took strong exceptions to the alleged move of the ruling parties – the Nepali Congress (NC) and the CPN-UML – to mount pressure on the Rana to resign. “If the media reports that deputy speaker Indira Rana is to be removed are true, our party strongly protests and opposes such an action,” Chief whip of the Maoist Center Hit Raj Pandey said during the parliamentary meeting, “The ruling parties need to clarify whether it is planning to make such a move.” Deputy speaker Rana, who was nominated to the parliament by the opposition party RSP under the indigenous category, courted controversy after a letter dated February 26, 2023, was leaked in July in which she requested the US embassy to expedite the visa process for her entourage to the 67th session of the Commission on the Status of Women. Leaders from the RSP warned the ruling coalition that the party will bring down the government if it initiates the move for . “Discussions among political parties to remove the deputy speaker over an unsubstantiated claim of abuse of authority are unacceptable in democracy,” Chief whip of the RSP Santosh Pariyar said, “The RSP will bring down the ruling coalition with sheer numbers in the streets if it moves forward with such an undemocratic practice.” Lawmaker Devendra Paudel of the Maoist Center claimed that some ministers of the sitting cabinet would need to resign first if the ethical standard applied to Rana by the ruling parties is applied to all leaders. “If the deputy speaker has to vacate her post on the basis of allegations, the ruling coalition should remember that a number of sitting ministers have also been alleged of involvement in scandals,” he said, “Will the ministers said to be involved in the Bhutanese refugee scandal, Baluwatar land grab and Giribandhu scandal also tender their resignation?” He claimed that the Maoist Center will stand by the deputy speaker amid mounting pressure from the ruling coalition for  her resignation. Former Minister for Information and Communications Gokul Baskota urged Rana to step down from her position citing the example of his own resignation following the leak of a sound clip whereby he demanded a bribe of Rs 700 million. “When the character of such an office-bearer is under doubt, the right way out is to prove innocence by stepping down and providing an explanation,” he said during the meeting. Other lawmakers from the CPN-UML including Surya Prasad Dhakal, Shobha Gyawali, Saraswati Subba also demanded Rana’s resignation, warning that if she does not resign, they will be compelled to remove her for not adhering to the conduct expected of her position. The HoR witnessed a heated debate regarding the resignation which has been described as a move from the ruling coalition to find a majority in the constitutional council. Currently, three members of the constitutional council, which makes recommendations for appointment and dismissal of the head of various constitutional bodies, are from the opposition parties. The present council comprises of non-partisan Chief Justice Bishowambhar Prasad Shrestha; Chairperson of the National Assembly Narayan Prasad Dahal and Leader of the main opposition party Pushpa Kamal Dahal from Maoist Center; deputy speaker Rana from the RSP; Speaker of the HoR Dev Raj Ghimire from CPN-UML and the president of the council PM Oli. KATHMANDU, Sept 10: The CPN (Maoist Center) has stated that they will launch protests if the ruling alliance removes Deputy...
Read
                                                                More... NC: Unconstitutional; Maoist: Oli on Gyanendra’s path             ...
Read
                                                                More... KATHMANDU, Nov. 8: The civil servants have warned of agitation if they are prevented from voting in the upcoming elections...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Parliamentary Committee's report on Banking Offense Bill tabled in HoR,https://myrepublica.nagariknetwork.com/news/parliamentary-committees-report-on-banking-offense-bill-tabled-in-hor/,"Published On: 
                                                    September 10, 2024 09:25 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
"HoR approves 'Public Service Broadcasting Bill, 2081'",https://myrepublica.nagariknetwork.com/news/hor-approves-public-service-broadcasting-bill-2081/,"Published On: 
                                                    September 10, 2024 09:21 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM Published On: 
                                            September 10, 2024 09:21 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 10: The House of Representatives (HoR) has approved the 'Public Service Broadcasting Bill, 2081'.
The 'Public Service Broadcasting Bill' was passed by a majority in the HoR after Minister for Communications and Information Technology, Prithvi Subba Gurung, presented it for a decision on Tuesday.
The bill was introduced with the primary objective of making public service broadcasting institutions reliable and factual.
The next meeting of the HoR has been scheduled for Wednesday (September 11) at 1 PM.




                                                                                                                                 
HoR

                                                                                                                                                                         
approved

                                                                                                                                                                         
Public_Service_Broadcasting_Bill

                                                                                                                                                                         
2081 KATHMANDU, Sept 10: The House of Representatives (HoR) has approved the 'Public Service Broadcasting Bill, 2081'. The 'Public Service Broadcasting Bill' was passed by a majority in the HoR after Minister for Communications and Information Technology, Prithvi Subba Gurung, presented it for a decision on Tuesday. The bill was introduced with the primary objective of making public service broadcasting institutions reliable and factual. The next meeting of the HoR has been scheduled for Wednesday (September 11) at 1 PM. KATHMANDU, April 2: The House of Representatives (HoR) has approved the Charter of the Bay of Bengal Initiative for Multi-Sectoral...
Read
                                                                More... WASHINGTON, Sept 12: The Democratic-led U.S. House of Representatives Judiciary Committee moved to intensify its investigation of Republican President Donald...
Read
                                                                More... KATHMANDU, Feb 14: The Election Commission (EC) has submitted the final results of House of Representatives (HoR) elections to the...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Subordinate laws must be formulated within six months: HoR’s law committee,https://myrepublica.nagariknetwork.com/news/subordinate-laws-must-be-formulated-within-six-months-hors-law-committee/,"Published On: 
                                                    September 10, 2024 06:30 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Qatari ambassador calls on Minister Bhandari with invitation for Qatar visit,https://myrepublica.nagariknetwork.com/news/qatari-ambassador-calls-on-minister-bhandari-with-invitation-for-qatar-visit/,"Published On: 
                                                    September 10, 2024 05:35 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM Published On: 
                                            September 10, 2024 05:35 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 10: Qatar's ambassador to Nepal, Mishaal Bin Mohamed Ali Al-Ansari today paid a courtesy call on Minister for Industry, Commerce and Supplies, Damodar Bhandari.
During the meeting held at the Ministry, the Minister congratulated the Government of Qatar on its preparations to host the third Summit of Asian Cooperation Dialogue (ACD) this year.
He highlighted that Nepal-Qatar relations are cordial and based on friendship, goodwill, mutual understanding, and cooperation since the establishment of the diplomatic ties between the two countries on January 21, 1977.    
Describing Qatar as one of the major labor destinations for Nepali workers, he acknowledged the job opportunities that Qatar provided for Nepalis on a large scale.
Stating that some 370,000 Nepalis are presently employed in Qatar in various areas, he said adding the establishment of the Nepali Business Association Qatar has contributed to further consolidating the economic ties between the two countries. 
Pointing out the potentiality of exploring bilateral cooperation in trade, tourism, and investment, the Minister said Nepal expects investment in Nepal from the Government of Qatar and the Qatar Fund for Development. 
He also shared that discussions are underway on the draft of the proposed agreement relating to the mutual promotion and investment protection between the Qatar and Nepal governments.
He underlined the need to promote bilateral cooperation to reduce Nepal's trade deficit with Qatar and find a market for Nepali products including agricultural products in Qatar.
Stating that direct connection by air has made the people's movement between the two countries easier, the Minister pitched the idea of connecting it to promote tourism in Nepal and bilateral trade. He also expressed happiness over the cooperation between Nepal and Qatar in the UN and other multi-sectoral and regional forums on the matter of mutual interests and concerns.
(RSS)
 




                                                                                                                                 
Qatar's_ambassador

                                                                                                                                                                         
Mishaal_Bin_Mohamed_Ali_Al-Ansari

                                                                                                                                                                         
courtesy_call

                                                                                                                                                                         
Minister_Damodar_Bhandari KATHMANDU, Sept 10: Qatar's ambassador to Nepal, Mishaal Bin Mohamed Ali Al-Ansari today paid a courtesy call on Minister for Industry, Commerce and Supplies, Damodar Bhandari. During the meeting held at the Ministry, the Minister congratulated the Government of Qatar on its preparations to host the third Summit of Asian Cooperation Dialogue (ACD) this year. He highlighted that Nepal-Qatar relations are cordial and based on friendship, goodwill, mutual understanding, and cooperation since the establishment of the diplomatic ties between the two countries on January 21, 1977. Describing Qatar as one of the major labor destinations for Nepali workers, he acknowledged the job opportunities that Qatar provided for Nepalis on a large scale. Stating that some 370,000 Nepalis are presently employed in Qatar in various areas, he said adding the establishment of the Nepali Business Association Qatar has contributed to further consolidating the economic ties between the two countries. Pointing out the potentiality of exploring bilateral cooperation in trade, tourism, and investment, the Minister said Nepal expects investment in Nepal from the Government of Qatar and the Qatar Fund for Development. He also shared that discussions are underway on the draft of the proposed agreement relating to the mutual promotion and investment protection between the Qatar and Nepal governments. He underlined the need to promote bilateral cooperation to reduce Nepal's trade deficit with Qatar and find a market for Nepali products including agricultural products in Qatar. Stating that direct connection by air has made the people's movement between the two countries easier, the Minister pitched the idea of connecting it to promote tourism in Nepal and bilateral trade. He also expressed happiness over the cooperation between Nepal and Qatar in the UN and other multi-sectoral and regional forums on the matter of mutual interests and concerns. (RSS)  KATHMANDU, July 16: Indian Ambassador to Nepal, Naveen Srivastava, paid a courtesy call on Nepal’s new Foreign Minister Dr Arzu...
Read
                                                                More... KATHMANDU, Dec 28: Japanese Ambassador to Nepal, Kikuta Yutaka, has paid a courtesy call on President Ram Chandra Paudel. ...
Read
                                                                More... KATHMANDU, April 30: Bangladeshi Ambassador to Nepal, Salahuddhin Noman Chaudhary, paid a courtesy call on Minister for Industry, Commerce and...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
PM submits Security Council report to President,https://myrepublica.nagariknetwork.com/news/pm-submits-security-council-report-to-president/,"Published On: 
                                                    September 10, 2024 04:55 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM Published On: 
                                            September 10, 2024 04:55 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 10: Prime Minister KP Sharma Oli has submitted the annual report of the National Security Council for the last two fiscal years to President Ram Chandra Paudel.
In accordance with Article 266, Clause 3 of the Constitution of Nepal, the Prime Minister submitted the Council's annual report for the fiscal years 2022/23 and 2023/24 to the President amidst a program organized at Rashtrapati Bhawan, Sheetal Niwas on Tuesday.
Prime Minister Oli highlighted the main topics included in the report and said that the report analyzes the national/regional/international security situation and challenges.
He clarified that the government will be committed to implementing the recommendations received from the federal parliament on the report.
In the event, Home Minister Ramesh Lekhak, Foreign Minister Dr Arzu Rana Deuba, Defense Minister Manbir Rai, Chief Secretary Ek Narayan Aryal, Chief of Army Staff Ashok Raj Sigdel and others were present.
The 34th meeting of the Council on August 25 had passed the draft of the report with discussion and decided to submit it to the President.
 




                                                                                                                                 
Security_Council

                                                                                                                                                                         
report

                                                                                                                                                                         
President KATHMANDU, Sept 10: Prime Minister KP Sharma Oli has submitted the annual report of the National Security Council for the last two fiscal years to President Ram Chandra Paudel. In accordance with Article 266, Clause 3 of the Constitution of Nepal, the Prime Minister submitted the Council's annual report for the fiscal years 2022/23 and 2023/24 to the President amidst a program organized at Rashtrapati Bhawan, Sheetal Niwas on Tuesday. Prime Minister Oli highlighted the main topics included in the report and said that the report analyzes the national/regional/international security situation and challenges. He clarified that the government will be committed to implementing the recommendations received from the federal parliament on the report. In the event, Home Minister Ramesh Lekhak, Foreign Minister Dr Arzu Rana Deuba, Defense Minister Manbir Rai, Chief Secretary Ek Narayan Aryal, Chief of Army Staff Ashok Raj Sigdel and others were present. The 34th meeting of the Council on August 25 had passed the draft of the report with discussion and decided to submit it to the President. KATHMANDU, Nov 10: President Bidya Devi Bhandari has decorated for former President Dr Ram Baran Yadav with the 'Jana Aandolan...
Read
                                                                More... KATHMANDU, May 10: President Bidya Devi Bhandari and Prime Minister Pushpa Kamal Dahal have sent their separate congratulatory messages to...
Read
                                                                More... KATHMANDU, Nov 2: President Bidya Devi Bhandari and President of India, Pranab Mukherjee, had a meeting at the President's Office,...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Cooperative committee to submit report on September 20,https://myrepublica.nagariknetwork.com/news/cooperative-committee-to-submit-report-on-september-20/,"Published On: 
                                                    September 10, 2024 03:50 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM Published On: 
                                            September 10, 2024 03:50 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 10: The parliamentary special committee formed to investigate the misuse of cooperative funds is preparing to submit its report to the House of Representatives on September 20. The committee's tenure lasts until September 22. If the parliamentary session ends before the tenure, the committee will submit the report to Speaker Devraj Ghimire. Since there is no business, there is a possibility that the parliamentary session will end after September 11.
A member of the committee said, ""The work is being done with the aim of submitting the report while the parliamentary session is still ongoing. We are preparing to submit the report by September 20, if possible."" According to sources, the report is being prepared to also implicate former Home Minister Rabi Lamichhane in the cooperative fraud case. However, the committee member mentioned that no decision has been made on this matter yet. ""If he is accused without evidence, Lamichhane could go to court. He can only be accused based on solid evidence,"" the member said.
On August 23, the committee took a nine-hour statement from Rabi Lamichhane. The statement was taken in his capacity as the then managing director of Gorkha Media Network Pvt Ltd, through which the cooperative funds had been channeled. On September 3, the House of Representatives extended the committee's term by 15 days. The committee had requested an additional 15 days due to insufficient time.
On May 28, the House of Representatives formed a seven-member parliamentary special committee to investigate the misuse of cooperative funds. Initially, the committee was instructed to submit its report within three months from the start date. The committee began its work on June 5.




                                                                                                                                 
parliamentary_special_committee

                                                                                                                                                                         
misuse_of_cooperative_funds

                                                                                                                                                                         
submit_report KATHMANDU, Sept 10: The parliamentary special committee formed to investigate the misuse of cooperative funds is preparing to submit its report to the House of Representatives on September 20. The committee's tenure lasts until September 22. If the parliamentary session ends before the tenure, the committee will submit the report to Speaker Devraj Ghimire. Since there is no business, there is a possibility that the parliamentary session will end after September 11. A member of the committee said, ""The work is being done with the aim of submitting the report while the parliamentary session is still ongoing. We are preparing to submit the report by September 20, if possible."" According to sources, the report is being prepared to also implicate former Home Minister Rabi Lamichhane in the cooperative fraud case. However, the committee member mentioned that no decision has been made on this matter yet. ""If he is accused without evidence, Lamichhane could go to court. He can only be accused based on solid evidence,"" the member said. On August 23, the committee took a nine-hour statement from Rabi Lamichhane. The statement was taken in his capacity as the then managing director of Gorkha Media Network Pvt Ltd, through which the cooperative funds had been channeled. On September 3, the House of Representatives extended the committee's term by 15 days. The committee had requested an additional 15 days due to insufficient time. On May 28, the House of Representatives formed a seven-member parliamentary special committee to investigate the misuse of cooperative funds. Initially, the committee was instructed to submit its report within three months from the start date. The committee began its work on June 5. KATHMANDU, July 10: The parliamentary special committee formed to investigate the misappropriation of cooperative funds will hold discussions with the...
Read
                                                                More... KATHMANDU, July 29: The parliamentary special investigation committee has concluded that there was no entry of unauthorized people in the...
Read
                                                                More... KATHMANDU, July 29: The parliamentary special investigation committee formed to investigate the then Finance Minister Sharma, who was accused of...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Maoist Center warns of protests if Deputy Speaker Rana is removed,https://myrepublica.nagariknetwork.com/news/maoist-center-warns-of-protests-if-deputy-speaker-rana-is-removed/,"Published On: 
                                                    September 10, 2024 03:35 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:37 AM Published On: 
                                            September 10, 2024 03:35 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 10: The CPN (Maoist Center) has stated that they will launch protests if the ruling alliance removes Deputy Speaker Indira Rana from her position.
Speaking during the House of Representatives (HoR) meeting, Maoist Center Chief Whip Hit Raj Pandey expressed the party's opposition to the move to remove Rana.
“If the media reports that Honorable Indira Rana is to be removed are true, our party strongly protests and opposes such an action,” he said. He also urged the ruling parties to clarify the matter.
Earlier, the Rastriya Swatantra Party (RSP) opposed the ruling alliance's move to remove Rana. RSP Chief Whip Santosh Pariyar stated that discussions among political parties to remove the Deputy Speaker are unacceptable for democracy.
RSP lawmakers Sumana Shrestha and Sobita Gautam have also urged against discouraging the Deputy Speaker.
Meanwhile, in the HoR meeting, lawmakers from the CPN-UML have demanded the resignation of Deputy Speaker Rana. They have warned that if she does not resign, they will be compelled to remove her for not adhering to the conduct expected of her position.
UML MP Hemraj Rai stated that there should be no compulsion to remove her from the position.
“The Deputy Speaker is a dignified personality in this parliament. It is unfortunate that no clarification has been provided regarding the allegations. If there are issues concerning the Deputy Speaker, the truth should be communicated to parliament. There should be no situation that forces the house to proceed with matters like impeachment,” UML MP Rai said.
Several other UML lawmakers, including Surya Prasad Dhakal, Shobha Gyawali, Saraswati Subba, and others, have also urged Deputy Speaker Rana to facilitate the process by stepping down.
The HoR is witnessing a heated debate regarding the Deputy Speaker’s resignation.
It is reported that in a meeting of top leaders of the ruling alliance held at Baluwatar on Monday, UML Chairman and Prime Minister KP Sharma Oli proposed filing an impeachment motion against Rana, and this proposal has been accepted by other ruling partners.
 




                                                                                                                                 
CPN_(Maoist_Center)

                                                                                                                                                                         
launch_protests

                                                                                                                                                                         
warning

                                                                                                                                                                         
Deputy_Speaker_Indira_Rana KATHMANDU, Sept 10: The CPN (Maoist Center) has stated that they will launch protests if the ruling alliance removes Deputy Speaker Indira Rana from her position. Speaking during the House of Representatives (HoR) meeting, Maoist Center Chief Whip Hit Raj Pandey expressed the party's opposition to the move to remove Rana. “If the media reports that Honorable Indira Rana is to be removed are true, our party strongly protests and opposes such an action,” he said. He also urged the ruling parties to clarify the matter. Earlier, the Rastriya Swatantra Party (RSP) opposed the ruling alliance's move to remove Rana. RSP Chief Whip Santosh Pariyar stated that discussions among political parties to remove the Deputy Speaker are unacceptable for democracy. RSP lawmakers Sumana Shrestha and Sobita Gautam have also urged against discouraging the Deputy Speaker. Meanwhile, in the HoR meeting, lawmakers from the CPN-UML have demanded the resignation of Deputy Speaker Rana. They have warned that if she does not resign, they will be compelled to remove her for not adhering to the conduct expected of her position. UML MP Hemraj Rai stated that there should be no compulsion to remove her from the position. “The Deputy Speaker is a dignified personality in this parliament. It is unfortunate that no clarification has been provided regarding the allegations. If there are issues concerning the Deputy Speaker, the truth should be communicated to parliament. There should be no situation that forces the house to proceed with matters like impeachment,” UML MP Rai said. Several other UML lawmakers, including Surya Prasad Dhakal, Shobha Gyawali, Saraswati Subba, and others, have also urged Deputy Speaker Rana to facilitate the process by stepping down. The HoR is witnessing a heated debate regarding the Deputy Speaker’s resignation. It is reported that in a meeting of top leaders of the ruling alliance held at Baluwatar on Monday, UML Chairman and Prime Minister KP Sharma Oli proposed filing an impeachment motion against Rana, and this proposal has been accepted by other ruling partners.  KATHMANDU, Sept 11: The two major opposition parties in the parliament have warned the government that they will launch protests...
Read
                                                                More... KATHMANDU, Nov 17: CPN (Maoist Center) Chairman Pushpa Kamal Dahal has said that the problems seen at the Supreme Court...
Read
                                                                More... KATHMANDU, March 7: The Supreme Court has invalidated the unification between the erstwhile CPN-UML led by KP Oli and CPN...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
